headline,date,time,view,like,share,comment,category,tag
สหพัฒน์กินฟาร์มเฮ้าส์เกลี้ยง ทุ่ม 9 พันล้านเข้าครอบงำกิจการ,21.08.2018,,"3,686K",,Loading...,,Business,"ตลาดหลักทรัพย์แห่งประเทศไทย,บริษัท ไทยเพรซิเดนท์ฟูดส์ จำกัด (มหาชน) (TFMAMA),บริษัท เพรซิเดนท์ เบเกอรี่ จำกัด (มหาชน) (PB),มาม่า,ฟาร์มเฮ้าส์,บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน) (SPI)"
ประเทศในเวทีโลกที่มีความสัมพันธ์ทางการทูตกับไต้หวัน,21.08.2018,,313K,,Loading...,,World,"หม่อมราชวงศ์คึกฤทธิ์ ปราโมช,ความสัมพันธ์ไทย-จีน,ความสัมพันธ์ทางการทูต,Taiwan,ความสัมพันธ์ไทย-ไต้หวัน"
เปิดตัวเลข 7 เดือน สถานการณ์ต่างชาติท่องเที่ยวไทย ปี 2561,21.08.2018,,323K,,Loading...,,Thailand,"การท่องเที่ยวในประเทศไทย,กระทรวงการท่องเที่ยวและกีฬา,พงษ์ภาณุ เศวตรุนทร์,การท่องเที่ยว"
อุโมงค์ใต้ดิน จุดจับมือท่านผู้นำ พาเที่ยว 5 ที่ต้องไป เขตปลอดทหารพรมแดนเกาหลีเหนือ-เกาหลีใต้,21.08.2018,,985K,,Loading...,,"World,Travel","North Korea,South Korea,Demilitarized Zone: DMZ,DMZ Center"
ไทยหยิบเพิ่มอีก 2 ทองแดง จากเทควันโดและแบดมินตันหญิง ในเอเชียนเกมส์ 2018,21.08.2018,,724K,,Loading...,,Sport,"Asian Games,กีฬาแบดมินตัน,เมย์-รัชนก อินทนนท์,AsianGames2018,ณิชชาอร จินดาพล,จงกลพรรณ กิติธรากุล,รวินดา ประจงใจ,นาตาลี ปัญญาวัน,เทควันโด,วิภาวรรณ ศิริพรเพิ่มศักดิ์"
เอไอเอสผงาด คลื่นความถี่มากที่สุด 120 MHz พร้อมเปิดใช้คลื่น 1800 MHz ทันทีที่ได้ใบอนุญาต,20.08.2018,,430K,,Loading...,,Business,"AIS,ปรัธนา ลีลพนัง"
สถานการณ์น้ำท่วมทั่วไทย 8 จังหวัดต้องเฝ้าระวัง,20.08.2018,,297K,,Loading...,,Thailand,"น้ำท่วม,พายุโซนร้อน,พายุโซนร้อนเซินติญ"
ฟุตบอลไทยทีมชายตกรอบเอเชียนเกมส์แล้ว หลังเกาหลีเหนือ เมียนมา เก็บ 3 คะแนนเต็ม,20.08.2018,,"1,083K",,Loading...,,Sport,"ทีมชาติไทย,AsianGames2018"
10 อันดับคนดังที่รวยที่สุดประจำปี 2018,21.08.2018,,"1,764K",,Loading...,,Thailand,"Kylie Jenner,Forbes,Floyd Mayweather Jr.,Dwayne Johnson,George Clooney,Judy Sheindlin"
เหตุผลที่ฟุตบอลหญิงเข้ารอบเอเชียนเกมส์ แม้ได้ 0 แต้มจากรอบแรก,21.08.2018,,"1,002K",,Loading...,,Sport,"AsianGames2018,ฟุตบอลหญิงทีมชาติไทย,สมาพันธ์ฟุตบอลเอเชีย (AFC)"
"เวเนซุเอลาประกาศลดค่าเงิน-ขึ้นค่าแรง 3,000% หวังกู้วิกฤตเศรษฐกิจ",21.08.2018,,"1,984K",,Loading...,,World,"Venezuela,เงินเฟ้อ,วิกฤตเศรษฐกิจในเวเนซุเอลา"
พล.อ. เปรม งดเปิดบ้านสี่เสาฯ รับนายกฯ อวยพรวันเกิด 98 ปี เผยแพทย์แนะนำไม่อยากให้ยืนนาน แต่ยังแข็งแรงดี,21.08.2018,,693K,,Loading...,,"Thailand,Politics","ประยุทธ์ จันทร์โอชา,เปรม ติณสูลานนท์,พิศณุ พุทธวงศ์,มูลนิธิรัฐบุรุษ พลเอกเปรม ติณสูลานนท์"
เลิกคบอีกหนึ่ง! เอลซัลวาดอร์ตัดความสัมพันธ์ทางการทูตกับไต้หวัน หันคบจีนแทน,21.08.2018,,722K,,Loading...,,"World,China","China,El Salvador,ความสัมพันธ์ทางการทูต,Taiwan,Joseph Wu"
อ้อมกอด น้ำตา ไออุ่นรักของครอบครัวที่พลัดพราก และความหวังของสันติภาพระหว่างสองเกาหลี,21.08.2018,,529K,,Loading...,,World,"North Korea,Korea,South Korea"
เกิดอะไรขึ้นในวิกฤตเศรษฐกิจเวเนซุเอลา,22.08.2018,,"6,584K",,Loading...,,"World,Business","Venezuela,วิกฤตเศรษฐกิจในเวเนซุเอลา"
กรมขนส่งฯ เปิดตัว TAXI VIP เฟส 2 ขับเคลื่อนด้วยพลังงานไฟฟ้า ดีเดย์เริ่มให้บริการ 9 ก.ย.นี้,22.08.2018,,395K,,Loading...,,Thailand,"กรมการขนส่งทางบก,GPS Tracking,TAXI OK,TAXI VIP"
24 แกนนำ นปช. มาศาล เตรียมนัดพร้อมสืบพยานจำเลยคดีก่อการร้ายปี 53,22.08.2018,,262K,,Loading...,,Thailand,"จตุพร พรหมพันธุ์,นปช.,ณัฐวุฒิ ใสยเกื้อ,เหวง โตจิราการ,วีระกานต์ มุสิกพงศ์"
พรชัย เค้าแก้ว สร้างสถิติเจ้าของ 9 เหรียญทอง หลังตะกร้อทีมชุดชายไทยคว้าเหรียญทองเอเชียนเกมส์,22.08.2018,,597K,,Loading...,,Sport,"AsianGames2018,พรชัย เค้าแก้ว,กีฬาตะกร้อ"
เปิดบทสนทนาปัญหาระหว่างไรโอลาและสโคลส์,22.08.2018,,89K,,Loading...,,Sport,"Manchester United,Mino Raiola,Paul Pogba,Paul Scholes"
เกิดอะไรขึ้นหลัง Facebook ปรับลด Reach,22.08.2018,,"1,056K",,Loading...,,Tech,"Facebook,Facebook Algorithm,Facebook Reach"
ผู้ใช้รถในไทยไม่มีใบขับขี่ราว 10 ล้านคน ตำรวจหนุนเพิ่มโทษคุก 3 เดือน ปรับ 5 หมื่น,22.08.2018,,266K,,Loading...,,Thailand,"สำนักงานตำรวจแห่งชาติ,การสอบใบอนุญาตขับขี่,การจราจร,การจราจรติดขัด,ใบอนุญาตขับขี่"
